Team_id,Season,No,Player,Pos,Experience
LAL,2008,31,mihmch01,C,7,
LAL,2008,6,morriad01,SF,1,
LAL,2008,7,odomla01,PF,9,
LAL,2008,21,poweljo01,PF,3,
LAL,2008,10,radmavl01,SF,7,
LAL,2008,18,vujacsa01,SG,4,
LAL,2008,4,waltolu01,SF,5,
LAL,2008,9,yuesu01,SG,0,
LAL,2007,3,arizatr01,SF,3,
LAL,2007,54,brownkw01,C,6,
LAL,2007,24,bryanko01,SG,11,
LAL,2007,17,bynuman01,C,2,
LAL,2007,43,cookbr01,PF,4,
LAL,2007,1,crittja01,SG,0,
LAL,2007,6,evansma01,SG,4,
LAL,2007,5,farmajo01,PG,1,
LAL,2007,2,fishede01,PG,11,
LAL,2007,16,gasolpa01,C,6,
LAL,2007,28,mbengdj01,C,3,
LAL,2007,11,karlco01,SG,0,
LAL,2007,31,mihmch01,C,6,
LAL,2007,14,newblir01,SF,7,
LAL,2007,7,odomla01,PF,8,
LAL,2007,10,radmavl01,SF,6,
LAL,2007,21,turiaro01,C,2,
LAL,2007,18,vujacsa01,SG,3,
LAL,2007,4,waltolu01,SF,4,
LAL,2006,54,brownkw01,C,5,
LAL,2006,24,bryanko01,SG,10,
LAL,2006,17,bynuman01,C,1,
LAL,2006,43,cookbr01,PF,3,
LAL,2006,6,evansma01,SG,3,
LAL,2006,5,farmajo01,PG,0,
LAL,2006,2,mckieaa01,SF,12,
LAL,2006,7,odomla01,PF,7,
LAL,2006,1,parkesm01,PG,3,
LAL,2006,10,radmavl01,PF,5,
LAL,2006,21,turiaro01,C,1,
LAL,2006,18,vujacsa01,SG,2,
LAL,2006,4,waltolu01,SF,3,
LAL,2006,3,willish01,PG,6,
LAL,2005,54,brownkw01,C,4,
LAL,2005,8,bryanko01,SG,9,
LAL,2005,17,bynuman01,C,0,
LAL,2005,43,cookbr01,PF,2,
LAL,2005,3,georgde01,SF,6,
LAL,2005,11,greende01,SG,0,
LAL,2005,24,jacksji01,SF,13,
LAL,2005,2,mckieaa01,PG,11,
LAL,2005,14,medvest01,PF,5,
LAL,2005,31,mihmch01,C,5,
LAL,2005,7,odomla01,PF,6,
LAL,2005,1,parkesm01,PG,2,
LAL,2005,9,profila01,SG,3,
LAL,2005,21,turiaro01,C,0,
LAL,2005,18,vujacsa01,PG,1,
LAL,2005,23,wafervo01,SG,0,
LAL,2005,4,waltolu01,SF,2,
LAL,2004,9,atkinch01,PG,5,
LAL,2004,15,bobbito01,SG,0,
LAL,2004,5,brownti01,PG,3,
LAL,2004,8,bryanko01,SG,8,
LAL,2004,1,butleca01,SF,2,
LAL,2004,43,cookbr01,C,1,
LAL,2004,12,divacvl01,C,15,
LAL,2004,3,georgde01,SF,5,
LAL,2004,55,grantbr01,C,10,
LAL,2004,20,jonesju01,SF,5,
LAL,2004,14,medvest01,PF,4,
LAL,2004,31,mihmch01,C,4,
LAL,2004,7,odomla01,PF,5,
LAL,2004,21,rushka01,SG,2,
LAL,2004,18,vujacsa01,SG,0,
LAL,2004,4,waltolu01,SF,1,
LAL,2003,8,bryanko01,SG,7,
LAL,2003,1,cartema01,SG,0,
LAL,2003,7,cookbr01,C,0,
LAL,2003,2,fishede01,SG,7,
LAL,2003,17,foxri01,SF,12,
LAL,2003,3,georgde01,SF,4,
LAL,2003,54,grantho01,PF,16,
LAL,2003,11,malonka01,PF,18,
LAL,2003,14,medvest01,PF,3,
LAL,2003,34,onealsh01,C,11,
LAL,2003,12,pargoja01,PG,1,
LAL,2003,20,paytoga01,PG,13,
LAL,2003,21,rushka01,SG,1,
LAL,2003,9,russebr01,SF,10,
LAL,2003,31,sampsja01,C,1,
LAL,2003,5,udokaim01,SF,0,
LAL,2003,4,waltolu01,PF,0,
LAL,2002,8,bryanko01,SG,6,
LAL,2002,2,fishede01,PG,6,
LAL,2002,17,foxri01,SF,11,
LAL,2002,3,georgde01,SF,3,
LAL,2002,5,horryro01,PF,10,
LAL,2002,35,madsema01,PF,2,
LAL,2002,14,medvest01,PF,2,
LAL,2002,30,murratr01,SF,10,
LAL,2002,34,onealsh01,C,10,
LAL,2002,12,pargoja01,PG,0,
LAL,2002,21,rushka01,PG,0,
LAL,2002,0,samakso01,C,1,
LAL,2002,20,shawbr01,PG,13,
LAL,2002,52,walkesa01,C,6,
LAL,2001,8,bryanko01,SG,5,
LAL,2001,11,crispjo01,PG,0,
LAL,2001,2,fishede01,PG,5,
LAL,2001,17,foxri01,SF,10,
LAL,2001,3,georgde01,SF,2,
LAL,2001,5,horryro01,PF,9,
LAL,2001,10,hunteli01,PG,8,
LAL,2001,35,madsema01,PF,1,
LAL,2001,6,mccoyje01,C,3,
LAL,2001,14,medvest01,C,1,
LAL,2001,34,onealsh01,C,9,
LAL,2001,12,penbemi01,PG,1,
LAL,2001,23,richmmi01,SG,13,
LAL,2001,20,shawbr01,PG,12,
LAL,2001,52,walkesa01,PF,5,
LAL,2000,8,bryanko01,SG,4,
LAL,2000,2,fishede01,PG,4,
LAL,2000,40,fostegr01,C,10,
LAL,2000,17,foxri01,SF,9,
LAL,2000,3,georgde01,SF,1,
LAL,2000,54,grantho01,PF,13,
LAL,2000,4,harpero01,PG,14,
LAL,2000,5,horryro01,PF,8,
LAL,2000,10,luety01,PG,2,
LAL,2000,35,madsema01,PF,0,
LAL,2000,14,medvest01,PF,0,
LAL,2000,34,onealsh01,C,8,
LAL,2000,12,penbemi01,PG,0,
LAL,2000,7,rideris01,SG,7,
LAL,2000,20,shawbr01,SG,11,
LAL,1999,8,bryanko01,SG,3,
LAL,1999,11,celesjo01,PG,0,
LAL,1999,2,fishede01,PG,3,
LAL,1999,17,foxri01,SF,8,
LAL,1999,3,georgde01,SF,0,
LAL,1999,45,greenac01,PF,14,
LAL,1999,4,harpero01,PG,13,
LAL,1999,5,horryro01,PF,7,
LAL,1999,7,jacobsa01,PG,1,
LAL,1999,40,knightr01,C,3,
LAL,1999,10,luety01,PG,1,
LAL,1999,34,onealsh01,C,7,
LAL,1999,41,ricegl01,SF,10,
LAL,1999,16,sallejo01,C,10,
LAL,1999,20,shawbr01,SG,10,
LAL,1998,43,blounco01,PF,5,
LAL,1998,8,bryanko01,SG,2,
LAL,1998,41,campbel01,C,8,
LAL,1998,2,fishede01,PG,2,
LAL,1998,17,foxri01,SF,7,
LAL,1998,12,harpede01,PG,15,
LAL,1998,5,horryro01,PF,6,
LAL,1998,7,jacobsa01,PG,0,
LAL,1998,6,jonesed02,SG,4,
LAL,1998,40,knightr01,C,2,
LAL,1998,10,luety01,PG,0,
LAL,1998,34,onealsh01,C,6,
LAL,1998,21,patteru01,SF,0,
LAL,1998,11,reidjr01,PF,8,
LAL,1998,41,ricegl01,SF,9,
LAL,1998,73,rodmade01,PF,12,
LAL,1998,45,rooksse01,C,6,
LAL,1997,20,barryjo01,SG,5,
LAL,1997,23,bennema01,PF,1,
LAL,1997,43,blounco01,PF,4,
LAL,1997,8,bryanko01,SG,1,
LAL,1997,41,campbel01,PF,7,
LAL,1997,2,fishede01,PG,1,
LAL,1997,17,foxri01,SF,6,
LAL,1997,5,horryro01,PF,5,
LAL,1997,25,jonesed02,SG,3,
LAL,1997,34,onealsh01,C,5,
LAL,1997,45,rooksse01,C,5,
LAL,1997,24,sealssh01,SG,0,
LAL,1997,9,vanexni01,PG,4,
LAL,1996,43,blounco01,PF,3,
LAL,1996,8,bryanko01,SG,0,
LAL,1996,41,campbel01,PF,6,
LAL,1996,23,cebalce01,SF,6,
LAL,1996,2,fishede01,PG,0,
LAL,1996,5,horryro01,SF,4,
LAL,1996,6,jonesed02,SG,2,
LAL,1996,12,kerseje01,SF,12,
LAL,1996,35,kleinjo01,C,11,
LAL,1996,40,knightr01,C,0,
LAL,1996,,krystla01,PF,8,
LAL,1996,24,mccloge01,SF,6,
LAL,1996,34,onealsh01,C,4,
LAL,1996,20,robinru01,PG,5,
LAL,1996,45,rooksse01,C,4,
LAL,1996,4,scottby01,SG,13,
LAL,1996,9,vanexni01,PG,3,
LAL,1995,43,blounco01,PF,2,
LAL,1995,41,campbel01,PF,5,
LAL,1995,23,cebalce01,SF,5,
LAL,1995,12,divacvl01,C,6,
LAL,1995,32,johnsma02,PF,12,
LAL,1995,25,jonesed02,SG,1,
LAL,1995,4,kingfr01,PG,0,
LAL,1995,34,lynchge01,SF,2,
LAL,1995,2,millean01,PF,1,
LAL,1995,1,peelean01,SG,3,
LAL,1995,24,roberfr01,C,11,
LAL,1995,7,stronde01,PF,4,
LAL,1995,3,threase01,PG,12,
LAL,1995,9,vanexni01,PG,2,
LAL,1994,31,bowiesa01,C,9,
LAL,1994,41,campbel01,PF,4,
LAL,1994,23,cebalce01,SF,4,
LAL,1994,7,connele01,SG,11,
LAL,1994,24,daniell01,SG,2,
LAL,1994,12,divacvl01,C,5,
LAL,1994,40,harvean01,PF,1,
LAL,1994,25,jonesed02,SG,0,
LAL,1994,8,keysra01,SF,3,
LAL,1994,30,lynchge01,SF,1,
LAL,1994,2,millean01,PF,0,
LAL,1994,1,peelean01,SG,2,
LAL,1994,18,rambiku01,PF,13,
LAL,1994,34,smithto02,SG,4,
LAL,1994,3,threase01,PG,11,
LAL,1994,9,vanexni01,PG,1,
LAL,1993,31,bowiesa01,C,8,
LAL,1993,41,campbel01,PF,3,
LAL,1993,8,chrisdo01,SG,1,
LAL,1993,12,divacvl01,C,4,
LAL,1993,53,edwarja01,C,16,
LAL,1993,40,harvean01,PF,0,
LAL,1993,23,jordare01,SG,0,
LAL,1993,24-30,lynchge01,SF,0,
LAL,1993,1,peelean01,SG,1,
LAL,1993,18,rambiku01,PF,12,
LAL,1993,26,schayda01,C,12,
LAL,1993,34,smithto02,SG,3,
LAL,1993,3,threase01,PG,10,
LAL,1993,9,vanexni01,PG,0,
LAL,1993,7,wilsotr01,PF,1,
LAL,1993,42,worthja01,SF,11,
LAL,1992,00,benjabe01,C,7,
LAL,1992,30,blackal01,SF,0,
LAL,1992,41,campbel01,PF,2,
LAL,1992,35,chrisdo01,SG,0,
LAL,1992,5,coopedu01,PG,0,
LAL,1992,12,divacvl01,C,3,
LAL,1992,53,edwarja01,C,15,
LAL,1992,45,greenac01,PF,7,
LAL,1992,1,peelean01,SG,0,
LAL,1992,14,perkisa01,PF,8,
LAL,1992,4,scottby01,SG,9,
LAL,1992,34,smithto02,SG,2,
LAL,1992,3,threase01,PG,9,
LAL,1992,42,worthja01,SF,10,
LAL,1991,6,brownch01,SF,2,
LAL,1991,7,calipde01,PG,0,
LAL,1991,41,campbel01,C,1,
LAL,1991,12,divacvl01,C,2,
LAL,1991,45,greenac01,PF,6,
LAL,1991,54,haleyja01,C,3,
LAL,1991,25,owenske01,SF,0,
LAL,1991,14,perkisa01,PF,7,
LAL,1991,43,robincl01,PF,10,
LAL,1991,4,scottby01,SG,8,
LAL,1991,34,smithto02,PG,1,
LAL,1991,2,sparrro01,PG,11,
LAL,1991,20,teaglte01,SG,9,
LAL,1991,3,threase01,PG,8,
LAL,1991,42,worthja01,SF,9,
LAL,1990,35,brownto01,SF,5,
LAL,1990,41,campbel01,PF,0,
LAL,1990,12,divacvl01,C,1,
LAL,1990,10,drewla01,PG,9,
LAL,1990,45,greenac01,PF,5,
LAL,1990,32,johnsma02,PG,11,
LAL,1990,14,perkisa01,PF,6,
LAL,1990,4,scottby01,SG,7,
LAL,1990,34,smithto02,SG,0,
LAL,1990,20,teaglte01,SG,8,
LAL,1990,30,thomair01,PF,0,
LAL,1990,43,thompmy01,C,11,
LAL,1990,42,worthja01,SF,8,
LAL,1989,24,bucknst01,SG,0,
LAL,1989,21,coopemi01,SG,11,
LAL,1989,12,divacvl01,C,0,
LAL,1989,10,drewla01,PG,8,
LAL,1989,45,greenac01,PF,4,
LAL,1989,55,higgimi01,SF,0,
LAL,1989,32,johnsma02,PG,10,
LAL,1989,49,mccanme01,SF,0,
LAL,1989,31,mcnamma01,C,6,
LAL,1989,55,oldhaja01,C,8,
LAL,1989,4,scottby01,SG,6,
LAL,1989,43,thompmy01,C,10,
LAL,1989,3,vinceja01,SF,8,
LAL,1989,0,woolror01,SF,8,
LAL,1989,42,worthja01,SF,7,
LAL,1988,33,abdulka01,C,19,
LAL,1988,19,campbto01,SF,4,
LAL,1988,21,coopemi01,SG,10,
LAL,1988,45,greenac01,PF,3,
LAL,1988,32,johnsma02,PG,9,
LAL,1988,3,lampje01,SF,5,
LAL,1988,31,mcnamma01,C,5,
LAL,1988,14,riverda01,PG,0,
LAL,1988,4,scottby01,SG,5,
LAL,1988,43,thompmy01,C,9,
LAL,1988,0,woolror01,SF,7,
LAL,1988,42,worthja01,SF,6,
LAL,1987,33,abdulka01,C,18,
LAL,1987,19,campbto01,SF,3,
LAL,1987,21,coopemi01,SG,9,
LAL,1987,45,greenac01,PF,2,
LAL,1987,32,johnsma02,PG,8,
LAL,1987,3,lampje01,SF,4,
LAL,1987,1,matthwe01,PG,7,
LAL,1987,31,rambiku01,PF,6,
LAL,1987,4,scottby01,SG,4,
LAL,1987,52,smrekmi01,C,2,
LAL,1987,55,thompbi01,SF,1,
LAL,1987,43,thompmy01,C,8,
LAL,1987,34,tolbera01,PF,3,
LAL,1987,20,wagnemi01,SG,0,
LAL,1987,42,worthja01,SF,5,
LAL,1986,33,abdulka01,C,17,
LAL,1986,24,brancad01,SF,0,
LAL,1986,43,brickfr01,PF,2,
LAL,1986,21,coopemi01,SG,8,
LAL,1986,45,greenac01,PF,1,
LAL,1986,32,johnsma02,PG,7,
LAL,1986,1,matthwe01,PG,6,
LAL,1986,31,rambiku01,PF,5,
LAL,1986,4,scottby01,SG,3,
LAL,1986,52,smrekmi01,C,1,
LAL,1986,55,thompbi01,SF,0,
LAL,1986,43,thompmy01,PF,7,
LAL,1986,42,worthja01,SF,4,
LAL,1985,33,abdulka01,C,16,
LAL,1985,21,coopemi01,SG,7,
LAL,1985,45,greenac01,PF,0,
LAL,1985,34,gudmupe01,C,1,
LAL,1985,23,hendeje01,C,0,
LAL,1985,32,johnsma02,PG,6,
LAL,1985,25,kupchmi01,PF,8,
LAL,1985,12,lestero01,PG,5,
LAL,1985,20,lucasma01,PF,11,
LAL,1985,40,mcgeemi01,SF,4,
LAL,1985,43,nevitch01,C,2,
LAL,1985,31,rambiku01,PF,4,
LAL,1985,4,scottby01,SG,2,
LAL,1985,35,sprigla01,SF,4,
LAL,1985,42,worthja01,SF,3,
LAL,1984,33,abdulka01,C,15,
LAL,1984,21,coopemi01,SG,6,
LAL,1984,32,johnsma02,PG,5,
LAL,1984,1,jonesea01,C,0,
LAL,1984,25,kupchmi01,PF,7,
LAL,1984,12,lestero01,PG,4,
LAL,1984,11,mcadobo01,C,12,
LAL,1984,40,mcgeemi01,SF,3,
LAL,1984,43,nevitch01,C,1,
LAL,1984,31,rambiku01,PF,3,
LAL,1984,4,scottby01,SG,1,
LAL,1984,35,sprigla01,PF,3,
LAL,1984,52,wilkeja01,SF,10,
LAL,1984,42,worthja01,SF,2,
LAL,1983,33,abdulka01,C,14,
LAL,1983,21,coopemi01,SG,5,
LAL,1983,0,garreca01,SF,3,
LAL,1983,32,johnsma02,PG,4,
LAL,1983,15,jordaed01,PG,6,
LAL,1983,25,kupchmi01,PF,6,
LAL,1983,11,mcadobo01,C,11,
LAL,1983,40,mcgeemi01,SF,2,
LAL,1983,41,natersw01,C,10,
LAL,1983,31,rambiku01,PF,2,
LAL,1983,4,scottby01,SG,0,
LAL,1983,35,sprigla01,SF,2,
LAL,1983,52,wilkeja01,SF,9,
LAL,1983,42,worthja01,PF,1,
LAL,1982,33,abdulka01,C,13,
LAL,1982,35,batesbi01,SG,3,
LAL,1982,35,coopejo01,C,1,
LAL,1982,21,coopemi01,SG,4,
LAL,1982,34,johnscl02,SG,1,
LAL,1982,32,johnsma02,SG,3,
LAL,1982,13,jonesdw01,PF,9,
LAL,1982,15,jordaed01,PG,5,
LAL,1982,54,landsma01,PF,5,
LAL,1982,11,mcadobo01,C,10,
LAL,1982,40,mcgeemi01,SF,1,
LAL,1982,50,mixst01,SF,12,
LAL,1982,10,nixonno01,PG,5,
LAL,1982,31,rambiku01,PF,1,
LAL,1982,52,wilkeja01,SF,8,
LAL,1982,42,worthja01,SF,0,
LAL,1981,33,abdulka01,C,12,
LAL,1981,8,breweji01,PF,8,
LAL,1981,21,coopemi01,SG,3,
LAL,1981,34,johnscl02,SG,0,
LAL,1981,32,johnsma02,SG,2,
LAL,1981,5,jordaed01,PG,4,
LAL,1981,41,kupchmi01,PF,5,
LAL,1981,54,landsma01,PF,4,
LAL,1981,11,mcadobo01,C,9,
LAL,1981,40,mcgeemi01,SF,0,
LAL,1981,30,mckenke01,SG,0,
LAL,1981,10,nixonno01,PG,4,
LAL,1981,31,rambiku01,PF,0,
LAL,1981,52,wilkeja01,SF,7,
LAL,1980,33,abdulka01,C,11,
LAL,1980,8-40,breweji01,PF,7,
LAL,1980,24,cartebu01,SF,0,
LAL,1980,9,choneji01,PF,8,
LAL,1980,21,coopemi01,SG,2,
LAL,1980,25,hardyal01,SG,0,
LAL,1980,14,hollabr01,SG,1,
LAL,1980,23,jacksto02,PG,0,
LAL,1980,32,johnsma02,SG,1,
LAL,1980,15,jordaed01,PG,3,
LAL,1980,54,landsma01,PF,3,
LAL,1980,10,nixonno01,PG,3,
LAL,1980,34,patrimy01,SF,0,
LAL,1980,52,wilkeja01,SF,6,
LAL,1979,33,abdulka01,C,10,
LAL,1979,24,boonero01,SG,11,
LAL,1979,7,byrnema01,SF,1,
LAL,1979,7,carrke01,PF,2,
LAL,1979,9,choneji01,C,7,
LAL,1979,21,coopemi01,SG,1,
LAL,1979,35,forddo01,SF,4,
LAL,1979,31,haywosp01,PF,10,
LAL,1979,14,hollabr01,SG,0,
LAL,1979,32,johnsma02,SG,0,
LAL,1979,54,landsma01,C,2,
LAL,1979,15,leebu01,PG,1,
LAL,1979,25,mackol01,SG,0,
LAL,1979,10,nixonno01,PG,2,
LAL,1979,52,wilkeja01,SF,5,
LAL,1978,33,abdulka01,C,9,
LAL,1978,24,boonero01,SG,10,
LAL,1978,2,carrke01,PF,1,
LAL,1978,15,cartero01,SG,0,
LAL,1978,21,coopemi01,SG,0,
LAL,1978,4,dantlad01,SF,2,
LAL,1978,30,davisbr01,PG,1,
LAL,1978,35,forddo01,PF,3,
LAL,1978,23,hudsolo01,SG,12,
LAL,1978,10,nixonno01,PG,1,
LAL,1978,5,priceji01,PG,6,
LAL,1978,40,robisda01,C,7,
LAL,1978,52,wilkeja01,SF,4,
LAL,1977,33,abdulka01,C,8,
LAL,1977,5,abernto01,SF,1,
LAL,1977,2,carrke01,PF,0,
LAL,1977,12,chanedo01,SG,9,
LAL,1977,4,dantlad01,SF,1,
LAL,1977,30,davisbr01,PG,0,
LAL,1977,15,digreer01,PG,4,
LAL,1977,42,edwarja01,C,0,
LAL,1977,35,forddo01,PF,2,
LAL,1977,23,hudsolo01,SG,11,
LAL,1977,10,nixonno01,PG,0,
LAL,1977,40,robisda01,C,6,
LAL,1977,11,scottch01,SG,7,
LAL,1977,43,tatumea01,SG,1,
LAL,1977,24,washike01,PF,4,
LAL,1977,52,wilkeja01,SF,3,
LAL,1976,33,abdulka01,C,7,
LAL,1976,5,abernto01,SF,0,
LAL,1976,42,allenlu01,PG,7,
LAL,1976,21,calvima01,PG,7,
LAL,1976,12,chanedo01,SG,8,
LAL,1976,35,forddo01,PF,1,
LAL,1976,41,kupeccj01,SF,1,
LAL,1976,11,lamarbo01,PG,3,
LAL,1976,20,murphal01,SG,1,
LAL,1976,21,neumajo01,SG,5,
LAL,1976,30,roberma01,SF,5,
LAL,1976,32,russeca01,SF,10,
LAL,1976,43,tatumea01,SG,0,
LAL,1976,20-30,warneco01,PF,6,
LAL,1976,24,washike01,PF,3,
LAL,1975,33,abdulka01,C,6,
LAL,1975,42,allenlu01,PG,6,
LAL,1975,10,calhoco01,SF,3,
LAL,1975,35,forddo01,SF,0,
LAL,1975,20,freemdo01,SG,8,
LAL,1975,25,goodrga01,SG,10,
LAL,1975,41,kupeccj01,SF,0,
LAL,1975,23,lantzst01,PG,7,
LAL,1975,11,mcdanji01,C,3,
LAL,1975,21,meelycl01,PF,4,
LAL,1975,12,rileypa01,SG,8,
LAL,1975,15,rochejo01,SG,4,
LAL,1975,32,russeca01,SF,9,
LAL,1975,30,warneco01,PF,5,
LAL,1975,24,washike01,PF,2,
LAL,1975,21,weslewa01,C,9,
LAL,1975,15,williro01,PG,7,
LAL,1974,40,allenlu01,PG,5,
LAL,1974,31,beatyze01,C,11,
LAL,1974,32,bridgbi01,PF,12,
LAL,1974,10,calhoco01,SF,2,
LAL,1974,25,goodrga01,SG,9,
LAL,1974,52,hairsha01,PF,10,
LAL,1974,42,hawkico01,PF,7,
LAL,1974,23,lantzst01,SG,6,
LAL,1974,34,lovest01,PF,3,
LAL,1974,15,priceji01,PG,2,
LAL,1974,12,rileypa01,SF,7,
LAL,1974,33,russeca01,SF,8,
LAL,1974,3,smithel01,C,3,
LAL,1974,24,washike01,PF,1,
LAL,1974,20,wintebr01,SG,0,
LAL,1973,32,bridgbi01,PF,11,
LAL,1973,31,countme01,C,9,
LAL,1973,25,goodrga01,SG,8,
LAL,1973,33,granttr01,SF,1,
LAL,1973,52,hairsha01,PF,9,
LAL,1973,42,hawkico01,SF,6,
LAL,1973,20,hawthna01,SG,0,
LAL,1973,34,lovest01,PF,2,
LAL,1973,15,priceji01,PG,1,
LAL,1973,12,rileypa01,SG,6,
LAL,1973,3,smithel01,C,2,
LAL,1973,24,washike01,PF,0,
LAL,1973,44,westje01,PG,13,
LAL,1972,32-35,bridgbi01,PF,10,
LAL,1972,30,brownro02,C,0,
LAL,1972,13,chambwi01,C,13,
LAL,1972,31,countme01,C,8,
LAL,1972,14,ellisle01,C,10,
LAL,1972,24,erickke01,SF,7,
LAL,1972,25,goodrga01,SG,7,
LAL,1972,33,granttr01,SF,0,
LAL,1972,52,hairsha01,PF,8,
LAL,1972,5,mcmilji01,SF,2,
LAL,1972,15,priceji01,PG,0,
LAL,1972,12,rileypa01,SG,5,
LAL,1972,21,robinfl01,SG,6,
LAL,1972,31,trappjo01,SF,4,
LAL,1972,30,turnebi01,PF,5,
LAL,1972,44,westje01,PG,12,
LAL,1971,22,bayloel01,SF,13,
LAL,1971,13,chambwi01,C,12,
LAL,1971,11,cleamji01,PG,0,
LAL,1971,14,ellisle01,C,9,
LAL,1971,24,erickke01,SF,6,
LAL,1971,25,goodrga01,SG,6,
LAL,1971,52,hairsha01,PF,7,
LAL,1971,5,mcmilji01,SF,1,
LAL,1971,12,rileypa01,SG,4,
LAL,1971,21,robinfl01,SG,5,
LAL,1971,31,trappjo01,SF,3,
LAL,1971,44,westje01,PG,11,
LAL,1970,22,bayloel01,SF,12,
LAL,1970,13,chambwi01,C,11,
LAL,1970,24,erickke01,SF,5,
LAL,1970,25,goodrga01,SG,5,
LAL,1970,52,hairsha01,PF,6,
LAL,1970,30,hetzefr01,SF,5,
LAL,1970,20,killuea01,G,0,
LAL,1970,15,mccarwi01,SG,1,
LAL,1970,5,mcmilji01,SF,0,
LAL,1970,12,rileypa01,SG,3,
LAL,1970,35,roberri01,C,1,
LAL,1970,14,tresvjo01,PF,6,
LAL,1970,44,westje01,PG,10,
LAL,1969,22,bayloel01,SF,11,
LAL,1969,13,chambwi01,C,10,
LAL,1969,31,countme01,C,5,
LAL,1969,21,eganjo01,PG,8,
LAL,1969,24,erickke01,SF,4,
LAL,1969,20,garredi01,SG,0,
LAL,1969,52,hairsha01,PF,5,
LAL,1969,30,hewitbi01,PF,1,
LAL,1969,33,lynnmi01,SF,0,
LAL,1969,15,mccarwi01,SG,0,
LAL,1969,35,roberri01,C,0,
LAL,1969,14,tresvjo01,PF,5,
LAL,1969,44,westje01,PG,9,
LAL,1968,40,andercl01,SG,1,
LAL,1968,22,bayloel01,SF,10,
LAL,1968,52,cartyja01,PF,0,
LAL,1968,13,chambwi01,C,9,
LAL,1968,31,countme01,PF,4,
LAL,1968,12,crawffr01,SG,2,
LAL,1968,21,eganjo01,PG,7,
LAL,1968,24,erickke01,SG,3,
LAL,1968,33,hawkito01,SF,9,
LAL,1968,30,hewitbi01,PF,0,
LAL,1968,44,westje01,SG,8,
LAL,1967,30,andercl01,SG,0,
LAL,1967,23,barneji01,PF,3,
LAL,1967,22,bayloel01,SF,9,
LAL,1967,21,clarkar01,PG,1,
LAL,1967,31,countme01,PF,3,
LAL,1967,12,crawffr01,SG,1,
LAL,1967,11,goodrga01,SG,2,
LAL,1967,52,hamilde01,PF,0,
LAL,1967,33,hawkito01,PF,8,
LAL,1967,14,imhofda01,C,7,
LAL,1967,34,mueller01,C,1,
LAL,1967,44,westje01,SG,7,
LAL,1967,24,wetzejo01,SF,0,
LAL,1966,42,abdulma01,PG,2,
LAL,1966,23,barneji01,PF,2,
LAL,1966,22,bayloel01,SF,8,
LAL,1966,34,blockjo01,PF,0,
LAL,1966,40,chambje01,SF,0,
LAL,1966,21,clarkar01,SG,0,
LAL,1966,31,countme01,C,2,
LAL,1966,15,finkeha01,C,0,
LAL,1966,11,goodrga01,SG,1,
LAL,1966,33,hawkito01,SF,7,
LAL,1966,14,imhofda01,C,6,
LAL,1966,35,larusru01,PF,7,
LAL,1966,44,westje01,PG,6,
LAL,1965,42,abdulma01,SG,1,
LAL,1965,22,bayloel01,SF,7,
LAL,1965,15,boozebo01,PF,5,
LAL,1965,25,ellisle01,C,3,
LAL,1965,33,faircjo01,SF,0,
LAL,1965,11,goodrga01,SG,0,
LAL,1965,14,imhofda01,C,5,
LAL,1965,21,kingji01,PG,2,
LAL,1965,35,larusru01,PF,6,
LAL,1965,44,westje01,PG,5,
LAL,1965,12,wileyge01,C,3,
LAL,1964,42,abdulma01,SG,0,
LAL,1964,5,barnedi01,SG,4,
LAL,1964,22,bayloel01,SF,6,
LAL,1964,25,ellisle01,C,2,
LAL,1964,32,groteje01,G,0,
LAL,1964,14,imhofda01,C,4,
LAL,1964,21,kingji01,PG,1,
LAL,1964,35,larusru01,PF,5,
LAL,1964,40,mcgilbi01,C,2,
LAL,1964,33,nashco01,SF,0,
LAL,1964,20,nelsodo01,SF,2,
LAL,1964,44,westje01,PG,4,
LAL,1964,12,wileyge01,C,2,
LAL,1963,5,barnedi01,SG,3,
LAL,1963,22,bayloel01,SF,5,
LAL,1963,25,ellisle01,C,1,
LAL,1963,15,gibsome01,G,0,
LAL,1963,21,kingji01,PG,0,
LAL,1963,32,krebsji01,C,6,
LAL,1963,35,larusru01,PF,4,
LAL,1963,20,nelsodo01,SF,1,
LAL,1963,14,reedhu01,C,5,
LAL,1963,11,selvyfr01,SG,8,
LAL,1963,44,westje01,PG,3,
LAL,1963,12,wileyge01,C,1,
LAL,1962,5,barnedi01,SG,2,
LAL,1962,22,bayloel01,SF,4,
LAL,1962,25,ellisle01,C,0,
LAL,1962,24,hornro01,SF,1,
LAL,1962,33,hundlho01,SG,5,
LAL,1962,54,jolifho01,PF,2,
LAL,1962,32,krebsji01,C,5,
LAL,1962,35,larusru01,PF,3,
LAL,1962,11,selvyfr01,SG,7,
LAL,1962,44,westje01,PG,2,
LAL,1962,12,wileyge01,C,0,
LAL,1961,22,bayloel01,SF,3,
LAL,1961,14,felixra01,C,8,
LAL,1961,20,hawkito01,SF,2,
LAL,1961,33,hundlho01,SG,4,
LAL,1961,54,jolifho01,PF,1,
LAL,1961,32,krebsji01,C,4,
LAL,1961,35,larusru01,PF,2,
LAL,1961,52,mcneibo01,PG,1,
LAL,1961,11,selvyfr01,SG,6,
LAL,1961,,simsbo01,SG,0,
LAL,1961,21,smithbo01,G,1,
LAL,1961,44,westje01,PG,1,
LAL,1961,55,yateswa01,C,0,
